SIGLA,NO_ENTIDADE,REDE,NU_PARTICIPANTES,MEDIA_CN,MEDIA_CH,MEDIA_MT,MEDIA_LC,MEDIA_REDACAO,MEDIA_GERAL, TAXA ,,,,,,,,,,,
BA,EE - ESCOLA ROTARY DE ITABUNA,PUBLICA,20,422.89,460.9,431.53,440.47,556.94,438.95,36.4,TRUE,29304997,BA,EE - ESCOLA ROTARY DE ITABUNA,public,460.9,422.89,440.47,431.53,438.95,55
BA,EE - ESCOLA TECNICA DA FAMILIA AGRICOLA DA BAHIA-ETFAB,PUBLICA,13,446.31,510.16,457.07,435.38,618.75,462.23,16.3,TRUE,29253888,BA,EE - ESCOLA TECNICA DA FAMILIA AGRICOLA DA BAHIA-ETFAB,public,510.16,446.31,435.38,457.07,462.23,80
BA,EE - ESCOLA TECNICA ESTADUAL LUIZ NAVARRO DE BRITO,PUBLICA,23,439.28,494.83,423.4,466.96,545.24,456.12,9.6,TRUE,29187320,BA,EE - ESCOLA TECNICA ESTADUAL LUIZ NAVARRO DE BRITO,public,494.83,439.28,466.96,423.4,456.12,240
BA,EE - ESCOLA TECNICA ESTADUAL NEWTON SUCUPIRA,PUBLICA,142,467.11,529.88,468.06,500.19,592.68,491.31,38.4,TRUE,29196434,BA,EE - ESCOLA TECNICA ESTADUAL NEWTON SUCUPIRA,public,529.88,467.11,500.19,468.06,491.31,370
BA,EE - GINASIO AGRO INDUSTRIAL DE ITAPETINGA,PUBLICA,16,445.64,492.61,432.23,458.14,559.38,457.15,30.8,TRUE,29283043,BA,EE - GINASIO AGRO INDUSTRIAL DE ITAPETINGA,public,492.61,445.64,458.14,432.23,457.15,52
BA,EE - GRUPO ESCOLAR VILOBALDO CAMPOS,PUBLICA,12,427.64,426.57,425.63,407.42,477.08,421.81,10.3,TRUE,29203643,BA,EE - GRUPO ESCOLAR VILOBALDO CAMPOS,public,426.57,427.64,407.42,425.63,421.81,117
BA,EE - INSTITUTO CENTRAL DE EDUCACAO ISAIAS ALVES-ICEIA,PUBLICA,171,459.8,513.22,462.39,482.18,584.45,479.4,27.9,TRUE,29199387,BA,EE - INSTITUTO CENTRAL DE EDUCACAO ISAIAS ALVES-ICEIA,public,513.22,459.8,482.18,462.39,479.4,613
BA,EE - INSTITUTO DE EDUCACAO ANISIO TEIXEIRA,PUBLICA,96,471.14,553.45,483.66,497.84,642.37,501.52,52.2,TRUE,29242290,BA,EE - INSTITUTO DE EDUCACAO ANISIO TEIXEIRA,public,553.45,471.14,497.84,483.66,501.52,184
BA,EE - INSTITUTO DE EDUCACAO EUCLIDES DANTAS,PUBLICA,136,475.17,536.36,460.37,497.94,597.14,492.46,33.9,TRUE,29279887,BA,EE - INSTITUTO DE EDUCACAO EUCLIDES DANTAS,public,536.36,475.17,497.94,460.37,492.46,401
BA,EE - INSTITUTO DE EDUCACAO GASTAO GUIMARAES,PUBLICA,169,458.26,511.31,454.36,488.76,584.91,478.17,38.4,TRUE,29096243,BA,EE - INSTITUTO DE EDUCACAO GASTAO GUIMARAES,public,511.31,458.26,488.76,454.36,478.17,440
BA,EE - INSTITUTO DE EDUCACAO REGIS PACHECO,PUBLICA,93,434.77,500.02,434.01,459.96,534.78,457.19,28,TRUE,29229529,BA,EE - INSTITUTO DE EDUCACAO REGIS PACHECO,public,500.02,434.77,459.96,434.01,457.19,332
BA,EE - INSTITUTO EDUCACIONAL DE PEDRA ALTA,PUBLICA,16,386.84,454.09,396.15,389.58,478.57,406.67,7.2,TRUE,29417880,BA,EE - INSTITUTO EDUCACIONAL DE PEDRA ALTA,public,454.09,386.84,389.58,396.15,406.67,222
BA,EE - NOSSA SENHORA DA CONCEICAO,PUBLICA,11,411.3,448.71,416.82,424,495.45,425.21,18.6,TRUE,29444896,BA,EE - NOSSA SENHORA DA CONCEICAO,public,448.71,411.3,424,416.82,425.21,59
BA,EPG ESTABELECIMENTO PARTICULAR DE ENSINO,PRIVADA,10,548.87,598.01,593.53,569.05,675,577.37,47.6,TRUE,29433380,BA,EPG ESTABELECIMENTO PARTICULAR DE ENSINO,private,598.01,548.87,569.05,593.53,577.37,21
BA,ESC 2 GRAU ANA DA COSTA FALCAO,PUBLICA,18,446.13,506.89,411.14,462.18,590.28,456.59,36,TRUE,29110823,BA,ESC 2 GRAU ANA DA COSTA FALCAO,public,506.89,446.13,462.18,411.14,456.59,50
BA,ESC AGROTECNICA FEDERAL DE CATU,PUBLICA,93,492.79,544.31,517.08,516.16,615.32,517.59,70.5,TRUE,29158419,BA,ESC AGROTECNICA FEDERAL DE CATU,public,544.31,492.79,516.16,517.08,517.59,132
BA,ESC COOPERATIVA DE TEIXEIRA DE FREITAS,PRIVADA,27,541.18,563.81,576.35,561.95,700,560.82,84.4,TRUE,29327830,BA,ESC COOPERATIVA DE TEIXEIRA DE FREITAS,private,563.81,541.18,561.95,576.35,560.82,32
BA,ESC FAMILIA AGRICOLA DE JABOTICABA,PUBLICA,16,468.04,517.46,431.93,442.86,530,465.07,28.6,TRUE,29367263,BA,ESC FAMILIA AGRICOLA DE JABOTICABA,public,517.46,468.04,442.86,431.93,465.07,56
BA,ESC MUNICIPAL JOSE ANDRADE,PUBLICA,12,459.19,520.46,460.98,473.12,622.5,478.44,5.8,TRUE,29393469,BA,ESC MUNICIPAL JOSE ANDRADE,public,520.46,459.19,473.12,460.98,478.44,207
BA,ESC NOSSA SRA DE FATIMA,PRIVADA,30,516.16,578.47,562,545.46,661.67,550.52,90.9,TRUE,29256720,BA,ESC NOSSA SRA DE FATIMA,private,578.47,516.16,545.46,562,550.52,33
BA,ESCOLA ADVENTO,PRIVADA,19,470.85,539.53,474.37,501.09,588.16,496.46,79.2,TRUE,29998786,BA,ESCOLA ADVENTO,private,539.53,470.85,501.09,474.37,496.46,24
BA,ESCOLA ANISIO TEIXEIRA,PRIVADA,26,537.68,587.79,595.72,549.56,628.85,567.69,76.5,TRUE,29318335,BA,ESCOLA ANISIO TEIXEIRA,private,587.79,537.68,549.56,595.72,567.69,34
BA,ESCOLA BAHIANA DE CIENCIA E TECNOLOGIA,PRIVADA,55,523.54,578.1,577.22,559.04,640.28,559.47,64,TRUE,29446767,BA,ESCOLA BAHIANA DE CIENCIA E TECNOLOGIA,private,578.1,523.54,559.04,577.22,559.47,86
BA,ESCOLA CARDOSO E ALBUQUERQUE,PRIVADA,17,537.46,577.54,554.68,550.46,592.65,555.03,63,TRUE,29279011,BA,ESCOLA CARDOSO E ALBUQUERQUE,private,577.54,537.46,550.46,554.68,555.03,27
BA,ESCOLA CASTRO ALVES SC LTDA,PRIVADA,33,585.72,653.66,671.72,604.57,720.45,628.92,76.7,TRUE,29094046,BA,ESCOLA CASTRO ALVES SC LTDA,private,653.66,585.72,604.57,671.72,628.92,43
BA,ESCOLA CECILIA MEIRELES,PRIVADA,13,520.62,539.4,533.37,518.52,626.92,527.98,76.5,TRUE,29041651,BA,ESCOLA CECILIA MEIRELES,private,539.4,520.62,518.52,533.37,527.98,17
BA,ESCOLA COOPERATIVA DE SANTO AMARO,PRIVADA,11,508.52,554.57,513.59,542.77,640.91,529.86,64.7,TRUE,29171016,BA,ESCOLA COOPERATIVA DE SANTO AMARO,private,554.57,508.52,542.77,513.59,529.86,17
BA,ESCOLA COOPERATIVISTA DE CENTRAL,PRIVADA,16,503.38,541.61,521.91,511.71,606.25,519.65,80,TRUE,29429161,BA,ESCOLA COOPERATIVISTA DE CENTRAL,private,541.61,503.38,511.71,521.91,519.65,20
BA,ESCOLA COOPERATIVISTA DE IRECE,PRIVADA,100,526.52,594.65,571.78,560.46,701.26,563.35,99,TRUE,29064104,BA,ESCOLA COOPERATIVISTA DE IRECE,private,594.65,526.52,560.46,571.78,563.35,101
BA,ESCOLA CRIACAO,PRIVADA,19,590.34,665.84,647.33,588.48,713.16,623,100,TRUE,29222982,BA,ESCOLA CRIACAO,private,665.84,590.34,588.48,647.33,623,19
BA,ESCOLA DE APLICACAO DOM BOSCO,PRIVADA,11,511.45,586.94,545.45,511.4,556.82,538.81,50,TRUE,29390540,BA,ESCOLA DE APLICACAO DOM BOSCO,private,586.94,511.45,511.4,545.45,538.81,22
BA,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,PRIVADA,79,504.39,569.78,525.31,543.72,659.18,535.8,52.3,TRUE,29184894,BA,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,private,569.78,504.39,543.72,525.31,535.8,151
BA,ESCOLA DE ENGENHARIA ELETROMECANICA DA BAHIA,PRIVADA,76,508.51,566.9,548.36,532.88,625.99,539.16,64.4,TRUE,29191254,BA,ESCOLA DE ENGENHARIA ELETROMECANICA DA BAHIA,private,566.9,508.51,532.88,548.36,539.16,118
BA,ESCOLA DESEMB PEDRO R ARAUJO BITTENCOURT,PRIVADA,69,510.18,576.94,545.58,529.13,592.28,540.46,66.2,TRUE,29340535,BA,ESCOLA DESEMB PEDRO R ARAUJO BITTENCOURT,private,576.94,510.18,529.13,545.58,540.46,104
BA,ESCOLA DINAMICA PEDAGOGICA ESCOLAR,PRIVADA,11,455.35,518.91,452.38,514.64,625,485.32,68.8,TRUE,29160804,BA,ESCOLA DINAMICA PEDAGOGICA ESCOLAR,private,518.91,455.35,514.64,452.38,485.32,16
BA,ESCOLA DURVAL LIBANIO DA SILVA,PRIVADA,14,546.8,621.16,579.95,566.59,714.29,578.62,82.4,TRUE,29349893,BA,ESCOLA DURVAL LIBANIO DA SILVA,private,621.16,546.8,566.59,579.95,578.62,17
BA,ESCOLA FAMILIA AGRICOLA DE CACULE,PUBLICA,20,484.99,528.34,465.97,477.14,647.37,489.11,37.7,TRUE,29241065,BA,ESCOLA FAMILIA AGRICOLA DE CACULE,public,528.34,484.99,477.14,465.97,489.11,53
BA,ESCOLA FAMILIA AGRICOLA DO LITORAL NORTE,PUBLICA,13,458.78,530.88,477.53,472.26,605.77,484.87,54.2,TRUE,29529026,BA,ESCOLA FAMILIA AGRICOLA DO LITORAL NORTE,public,530.88,458.78,472.26,477.53,484.87,24
BA,ESCOLA FREI HENRIQUE DE COIMBRA,PRIVADA,11,591.57,653.95,657.84,593.89,711.36,624.31,73.3,TRUE,29355095,BA,ESCOLA FREI HENRIQUE DE COIMBRA,private,653.95,591.57,593.89,657.84,624.31,15
BA,ESCOLA GIRASSOL,PRIVADA,16,548.31,623.79,613.41,566.01,668.75,587.88,88.9,TRUE,29031117,BA,ESCOLA GIRASSOL,private,623.79,548.31,566.01,613.41,587.88,18
BA,ESCOLA MEDALHA MILAGROSA,PRIVADA,33,508.26,565.82,547.13,536.39,663.64,539.4,84.6,TRUE,29186170,BA,ESCOLA MEDALHA MILAGROSA,private,565.82,508.26,536.39,547.13,539.4,39
BA,ESCOLA MEDIA DE AGROPECUA REG DA CEPLAC,PUBLICA,21,514.8,597.37,513.74,553.02,622.62,544.73,95.5,TRUE,29291119,BA,ESCOLA MEDIA DE AGROPECUA REG DA CEPLAC,public,597.37,514.8,553.02,513.74,544.73,22
BA,ESCOLA METODO,PRIVADA,12,520.63,571.46,529.93,552.21,629.17,543.56,80,TRUE,29387701,BA,ESCOLA METODO,private,571.46,520.63,552.21,529.93,543.56,15
BA,ESCOLA MONTEIRO LOBATO,PRIVADA,14,562.75,623.56,576.94,593.96,675,589.31,87.5,TRUE,29297664,BA,ESCOLA MONTEIRO LOBATO,private,623.56,562.75,593.96,576.94,589.31,16
BA,ESCOLA MONTEIRO LOBATO -UNIDADE 2,PRIVADA,14,533.37,596.08,585.29,550.45,617.86,566.3,70,TRUE,29427924,BA,ESCOLA MONTEIRO LOBATO -UNIDADE 2,private,596.08,533.37,550.45,585.29,566.3,20
BA,ESCOLA MONTEIRO LOBATO SC LTDA,PRIVADA,23,547.67,601.49,589.61,565.89,681.82,576.17,79.3,TRUE,29353556,BA,ESCOLA MONTEIRO LOBATO SC LTDA,private,601.49,547.67,565.89,589.61,576.17,29
BA,ESCOLA MONTESSORI,PRIVADA,37,520.06,528.57,572.97,527.93,649.32,537.38,67.3,TRUE,29389992,BA,ESCOLA MONTESSORI,private,528.57,520.06,527.93,572.97,537.38,55
BA,ESCOLA MUNDO ENCANTADO,PRIVADA,20,539.15,586.69,583.52,547.81,703.75,564.29,100,TRUE,29223091,BA,ESCOLA MUNDO ENCANTADO,private,586.69,539.15,547.81,583.52,564.29,20
BA,ESCOLA MUNICIPAL DE TARTARUGA,PUBLICA,13,436.58,492.68,431.49,446.75,597.92,451.87,40.9,TRUE,29233666,BA,ESCOLA MUNICIPAL DE TARTARUGA,public,492.68,436.58,446.75,431.49,451.87,32
BA,ESCOLA MUNICIPAL SAO JOSE,PUBLICA,13,427.31,482.8,402.18,415.54,625,431.96,21.3,TRUE,29157277,BA,ESCOLA MUNICIPAL SAO JOSE,public,482.8,427.31,415.54,402.18,431.96,61
BA,ESCOLA MUNICIPAL VEREADOR JOAQUIM BARBOSA,PUBLICA,12,387.53,480.04,412.15,465.83,608.33,436.39,42.9,TRUE,29040043,BA,ESCOLA MUNICIPAL VEREADOR JOAQUIM BARBOSA,public,480.04,387.53,465.83,412.15,436.39,28
BA,ESCOLA NOBRE,PRIVADA,20,549.78,604.34,644.13,556.06,657.5,588.58,95.2,TRUE,29172390,BA,ESCOLA NOBRE,private,604.34,549.78,556.06,644.13,588.58,21
BA,ESCOLA NORMAL ROGERIO REGO,PUBLICA,11,432.14,520.15,429.87,452.06,595.45,458.55,27.5,TRUE,29000149,BA,ESCOLA NORMAL ROGERIO REGO,public,520.15,432.14,452.06,429.87,458.55,40
BA,ESCOLA OMEGA,PRIVADA,14,502.17,590.86,547.79,548.51,623.08,547.33,60.9,TRUE,29393965,BA,ESCOLA OMEGA,private,590.86,502.17,548.51,547.79,547.33,23
BA,ESCOLA PADRE CICERO,PRIVADA,10,454.72,519.92,479.46,481.86,567.5,483.99,58.8,TRUE,29279577,BA,ESCOLA PADRE CICERO,private,519.92,454.72,481.86,479.46,483.99,17
BA,ESCOLA PONTO ALTO,PRIVADA,24,499.46,561.37,494.56,541.35,636.96,524.19,57.1,TRUE,29442729,BA,ESCOLA PONTO ALTO,private,561.37,499.46,541.35,494.56,524.19,42
BA,ESCOLA PROMOVE,PRIVADA,21,563.5,609.93,594.42,554.47,679.76,580.58,91.3,TRUE,29043476,BA,ESCOLA PROMOVE,private,609.93,563.5,554.47,594.42,580.58,23
BA,ESCOLA RECANTO FELIZ,PRIVADA,14,512.39,605.24,582.87,567.21,616.07,566.93,93.3,TRUE,29088011,BA,ESCOLA RECANTO FELIZ,private,605.24,512.39,567.21,582.87,566.93,15
BA,ESCOLA REITOR MIGUEL CALMON,PRIVADA,394,535.58,592.28,591.57,562.54,682.17,570.49,79.2,TRUE,29422981,BA,ESCOLA REITOR MIGUEL CALMON,private,592.28,535.58,562.54,591.57,570.49,497
BA,ESCOLA SAGRADA FAMILIA,PRIVADA,14,521.98,573.71,543.92,543.01,710.71,545.66,100,TRUE,29297699,BA,ESCOLA SAGRADA FAMILIA,private,573.71,521.98,543.01,543.92,545.66,14
BA,ESCOLA SAO JOSE,PRIVADA,29,518.59,580.49,558.67,538.37,644.64,549.03,67.4,TRUE,29001676,BA,ESCOLA SAO JOSE,private,580.49,518.59,538.37,558.67,549.03,43
BA,ESCOLA SAO LUIS,PRIVADA,61,542.2,589.98,595.21,550.48,651.23,569.47,92.4,TRUE,29426863,BA,ESCOLA SAO LUIS,private,589.98,542.2,550.48,595.21,569.47,66
BA,ESCOLA SAO MATHEUS,PRIVADA,11,529.05,568.65,572.21,544.69,631.82,553.65,100,TRUE,29161290,BA,ESCOLA SAO MATHEUS,private,568.65,529.05,544.69,572.21,553.65,11
BA,GUEDES EDUCANDARIO,PRIVADA,24,505.15,553.35,516.48,546.27,666.3,530.31,64.9,TRUE,29299632,BA,GUEDES EDUCANDARIO,private,553.35,505.15,546.27,516.48,530.31,37
BA,IF - INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA,PUBLICA,35,500.47,575.06,537.95,542.88,678.57,539.09,87.5,TRUE,29282900,BA,IF - INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA,public,575.06,500.47,542.88,537.95,539.09,40
BA,INST DE EDUC DE ILHEUS LTDA STATUS,PRIVADA,18,506.56,556.18,548.68,514.49,604.41,531.48,47.4,TRUE,29386489,BA,INST DE EDUC DE ILHEUS LTDA STATUS,private,556.18,506.56,514.49,548.68,531.48,38
BA,INST EDUC BARRAMENDENSE,PRIVADA,16,496.11,552.47,539.29,502.47,620.31,522.58,100,TRUE,29058856,BA,INST EDUC BARRAMENDENSE,private,552.47,496.11,502.47,539.29,522.58,16
BA,INST EDUC NOSSA SRA DE FATIMA,PRIVADA,18,502.26,559.62,544.27,497.44,636.11,525.9,94.7,TRUE,29050880,BA,INST EDUC NOSSA SRA DE FATIMA,private,559.62,502.26,497.44,544.27,525.9,19
BA,INST EDUCACIONAL DE ALAGOINHAS,PRIVADA,26,492.9,546.87,493.49,498.27,586,507.88,100,TRUE,29151066,BA,INST EDUCACIONAL DE ALAGOINHAS,private,546.87,492.9,498.27,493.49,507.88,26
BA,INST NOSSA SENHORA DA PIEDADE,PRIVADA,77,588.67,650.44,637.06,596.94,681.17,618.28,90.6,TRUE,29388341,BA,INST NOSSA SENHORA DA PIEDADE,private,650.44,588.67,596.94,637.06,618.28,85
BA,INSTITUTO ADVENTISTA DE ENSINO DO NORDESTE,PRIVADA,85,521.05,562.65,543.67,532.93,623.53,540.07,71.4,TRUE,29163048,BA,INSTITUTO ADVENTISTA DE ENSINO DO NORDESTE,private,562.65,521.05,532.93,543.67,540.07,119
BA,INSTITUTO ASSOCIADOS SABER E CULTURA,PRIVADA,21,557.81,638.19,592.15,586.69,675,593.71,95.5,TRUE,29354900,BA,INSTITUTO ASSOCIADOS SABER E CULTURA,private,638.19,557.81,586.69,592.15,593.71,22
BA,INSTITUTO DE EDUCACAO BATISTA DE PORTO SEGURO,PRIVADA,15,523.61,558.9,587.31,528.28,660,549.53,88.2,TRUE,29738628,BA,INSTITUTO DE EDUCACAO BATISTA DE PORTO SEGURO,private,558.9,523.61,528.28,587.31,549.53,17
BA,INSTITUTO DE EDUCACAO DINAMICA,PRIVADA,11,464.45,526.51,466.31,489.19,688.64,486.62,91.7,TRUE,29433533,BA,INSTITUTO DE EDUCACAO DINAMICA,private,526.51,464.45,489.19,466.31,486.62,12
BA,INSTITUTO DE EDUCACAO MONTE SANTO,PUBLICA,26,450.37,513.42,417.83,439.93,622.12,455.39,9.9,TRUE,29120756,BA,INSTITUTO DE EDUCACAO MONTE SANTO,public,513.42,450.37,439.93,417.83,455.39,263
BA,INSTITUTO EDUCACIONAL DE ENTRE RIOS,PRIVADA,17,498.48,600.1,530.39,554.02,658.82,545.75,70.8,TRUE,29392470,BA,INSTITUTO EDUCACIONAL DE ENTRE RIOS,private,600.1,498.48,554.02,530.39,545.75,24
BA,INSTITUTO EDUCACIONAL MONTE CARMELO,PRIVADA,21,507.5,572.84,545.34,553.61,629.76,544.83,80.8,TRUE,29199484,BA,INSTITUTO EDUCACIONAL MONTE CARMELO,private,572.84,507.5,553.61,545.34,544.83,26
BA,INSTITUTO EDUCACIONAL RAMO DA VIDEIRA,PRIVADA,21,496,532.7,493.4,523.49,621.43,511.4,63.6,TRUE,29195608,BA,INSTITUTO EDUCACIONAL RAMO DA VIDEIRA,private,532.7,496,523.49,493.4,511.4,33
BA,INSTITUTO FEDERAL BAIANO - CAMPUS TEIXEIRA DE FREITAS,PUBLICA,31,494.31,553.57,501.85,520.45,572.58,517.54,57.8,TRUE,29327954,BA,INSTITUTO FEDERAL BAIANO - CAMPUS TEIXEIRA DE FREITAS,public,553.57,494.31,520.45,501.85,517.54,54
BA,INSTITUTO FEDERAL DA BAHIA CAMPUS EUNAPOLIS,PUBLICA,36,563.44,624.87,648.92,590.1,692.36,606.83,66.7,TRUE,29333466,BA,INSTITUTO FEDERAL DA BAHIA CAMPUS EUNAPOLIS,public,624.87,563.44,590.1,648.92,606.83,54
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO - CAMPUS SANTA INES,PUBLICA,79,531.65,589.42,532.71,550.57,661.39,551.09,86.5,TRUE,29369100,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO - CAMPUS SANTA INES,public,589.42,531.65,550.57,532.71,551.09,91
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO - CAMPUS SENHOR DO BONFIM,PUBLICA,68,525.56,573.92,546.03,520.54,613.24,541.51,100,TRUE,29403340,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO - CAMPUS SENHOR DO BONFIM,public,573.92,525.56,520.54,546.03,541.51,68
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO CAMPUS GUANAMBI,PUBLICA,71,552.27,597.79,574.15,544.77,653.93,567.25,63,TRUE,29339227,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA BAIANO CAMPUS GUANAMBI,public,597.79,552.27,544.77,574.15,567.25,113
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA,PUBLICA,27,568.33,625.48,593.5,566.12,705.56,588.36,55.1,TRUE,29537614,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA,public,625.48,568.33,566.12,593.5,588.36,49
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA,PUBLICA,51,574.49,615.4,620.25,570.44,716.67,595.15,31.1,TRUE,29680620,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA,public,615.4,574.49,570.44,620.25,595.15,164
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA,PUBLICA,275,602.03,659.07,679.76,599.22,729.27,635.02,54.8,TRUE,29196442,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA,public,659.07,602.03,599.22,679.76,635.02,502
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA - CAMPUS SANTO AMARO,PUBLICA,32,546.61,618.29,584.1,560.57,700,577.39,29.4,TRUE,29509602,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA - CAMPUS SANTO AMARO,public,618.29,546.61,560.57,584.1,577.39,109
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA - CAMPUS VITORIA DA CONQUISTA,PUBLICA,69,594.44,656.64,648.89,600.31,714.86,625.07,42.5,TRUE,29361540,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA - CAMPUS VITORIA DA CONQUISTA,public,656.64,594.44,600.31,648.89,625.07,162
BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA CAMPUS VALENCA,PUBLICA,64,538.23,631.07,542.95,569.2,707.54,570.36,89,TRUE,29348196,BA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DA BAHIA CAMPUS VALENCA,public,631.07,538.23,569.2,542.95,570.36,72
BA,INSTITUTO FRANCISCO DE ASSIS,PRIVADA,53,563.07,598.85,607,591.36,685.58,590.07,100,TRUE,29328560,BA,INSTITUTO FRANCISCO DE ASSIS,private,598.85,563.07,591.36,607,590.07,53
BA,INSTITUTO NOSSA SENHORA DA SALETTE,PRIVADA,27,546.45,592.78,582.93,540.88,643.27,565.76,69.2,TRUE,29199549,BA,INSTITUTO NOSSA SENHORA DA SALETTE,private,592.78,546.45,540.88,582.93,565.76,39
BA,INSTITUTO SOCIAL DA BAHIA,PRIVADA,135,597.07,658.79,665.08,592.93,734.7,628.47,68.7,TRUE,29199573,BA,INSTITUTO SOCIAL DA BAHIA,private,658.79,597.07,592.93,665.08,628.47,197
BA,INSTITUTO SOCIAL DE EDUCACAO,PRIVADA,23,514.15,593.77,536.96,528.45,636.36,543.33,85.2,TRUE,29355230,BA,INSTITUTO SOCIAL DE EDUCACAO,private,593.77,514.15,528.45,536.96,543.33,27
BA,INSTITUTO SOCIAL DE TUCANO,PRIVADA,21,535.98,597.75,542.16,552.41,653.57,557.08,100,TRUE,29345065,BA,INSTITUTO SOCIAL DE TUCANO,private,597.75,535.98,552.41,542.16,557.08,21
BA,INSTITUTO SOCIAL OBJETIVO,PRIVADA,26,538.15,604.7,549.22,565.68,651.92,564.44,89.7,TRUE,29422264,BA,INSTITUTO SOCIAL OBJETIVO,private,604.7,538.15,565.68,549.22,564.44,29
BA,INSTITUTO SOCIAL PINDORAMA,PRIVADA,44,490.87,538.16,495.53,523.24,632.39,511.95,68.8,TRUE,29199603,BA,INSTITUTO SOCIAL PINDORAMA,private,538.16,490.87,523.24,495.53,511.95,64
BA,NANCI LIMA DE FREITAS E CIA LTDA,PRIVADA,17,511.62,570.39,544.31,559.56,702.94,546.47,100,TRUE,29103819,BA,NANCI LIMA DE FREITAS E CIA LTDA,private,570.39,511.62,559.56,544.31,546.47,17
BA,POLO EDUCACIONAL PROFESSORA HONORINA,PUBLICA,18,397.89,459.83,380.19,396.39,477.78,408.57,26.9,TRUE,29046890,BA,POLO EDUCACIONAL PROFESSORA HONORINA,public,459.83,397.89,396.39,380.19,408.57,67
BA,SANDRA MIRANDA MOREIRA,PRIVADA,54,552.35,611.89,598.18,565.83,679.72,582.06,60,TRUE,29422256,BA,SANDRA MIRANDA MOREIRA,private,611.89,552.35,565.83,598.18,582.06,90
BA,SOCIEDADE CULTURAL E EDUC MIMOSO DO OESTE SC LTDA,PRIVADA,27,575.47,619.25,649.74,580.99,648.15,606.36,75,TRUE,29432359,BA,SOCIEDADE CULTURAL E EDUC MIMOSO DO OESTE SC LTDA,private,619.25,575.47,580.99,649.74,606.36,36
BA,SOCIEDADE DE EDUCACAO INTEGRADO DE IRECE,PRIVADA,39,525.72,567.21,552.95,542.15,630.77,547.01,92.9,TRUE,29436770,BA,SOCIEDADE DE EDUCACAO INTEGRADO DE IRECE,private,567.21,525.72,542.15,552.95,547.01,42
BA,UNIDADE ESCOLAR CASTRO ALVES,PRIVADA,11,476.36,542.97,453.75,503.2,590.91,494.07,91.7,TRUE,29339413,BA,UNIDADE ESCOLAR CASTRO ALVES,private,542.97,476.36,503.2,453.75,494.07,12
BA,UNIDADE ESCOLAR DR NELSON JOSE LEAL,PUBLICA,19,429.83,474.72,424.87,420.81,541.67,437.56,38.8,TRUE,29239125,BA,UNIDADE ESCOLAR DR NELSON JOSE LEAL,public,474.72,429.83,420.81,424.87,437.56,49
BA,UNIDADE ESCOLAR URBINO ALVES DE AMORIM,PUBLICA,13,444.89,476,431.95,437.98,584.62,447.71,44.8,TRUE,29329302,BA,UNIDADE ESCOLAR URBINO ALVES DE AMORIM,public,476,444.89,437.98,431.95,447.71,29
CE,2 DE MAIO E E F M INTEGRADA,PUBLICA,77,461.45,511.59,454.33,470.32,530.21,474.42,27.3,TRUE,23073853,CE,2 DE MAIO E E F M INTEGRADA,public,511.59,461.45,470.32,454.33,474.42,282
CE,21 DE ABRIL COLEGIO,PRIVADA,58,514.16,566.35,570.45,548.16,611.64,549.78,100,TRUE,23064641,CE,21 DE ABRIL COLEGIO,private,566.35,514.16,548.16,570.45,549.78,58
CE,7 DE SETEMBRO COLEGIO,PRIVADA,295,603.05,652.07,688.42,596.36,657.88,634.97,88.3,TRUE,23276606,CE,7 DE SETEMBRO COLEGIO,private,652.07,603.05,596.36,688.42,634.97,334
